Rank,Company,Best Composite,Mean Composite,Tier,Sites,Proximity,Fit %,Density,Min Distance (mi),Nearest Primo Site,"City, State",Segment,Confidence
2794,Bee Logistics LLC,54.78,54.78,C,1,65,33.3,3,12.9,US PL High Springs Factory,"Gainesville, FL",3pl,medium
2795,Floor & Decor Distribution Center,54.78,54.78,C,1,54,33.3,5,18.4,US PL Pasadena Factory,"Mont Belvieu, TX",shipper,medium
2796,Del Monte Houston Distribution Center,54.78,54.78,C,1,54,33.3,5,18.4,US PL S Houston Factory,"Houston, TX",shipper,medium
2797,Emser Tile Central Distribution Center,54.78,54.78,C,1,54,33.3,5,18.4,US PL S Houston Factory,"Houston, TX",shipper,medium
2798,Americold Logistics Russellville Elmira,54.76,54.76,A,1,23,90.7,5,44.3,US PL Hot Springs Factory,"Russellville, AR",3pl,high
2799,BGC - Brookshire Grocery Company Distribution Center,54.72,54.72,C,1,52,37.3,5,19.7,US PL Hawkins Factory,"Tyler, TX",shipper,medium
2800,"ASH Automated Packaging Systems, Inc.",54.69,54.69,C,1,61,20,5,14.7,US PL Dallas 2 Factory,"Dallas, TX",shipper,low
2801,Performance Team Cold Storage,54.69,54.69,C,1,54,33.3,5,18.5,US PL Pasadena Factory,"Baytown, TX",shipper,medium
2802,Napa Warehouse,54.69,41.9,C,2,54,33.3,5,18.5,US PL Hollis Factory,"Portland, ME",shipper,medium
2803,United Methodist Church of Queensbury - Food Distribution Center,54.69,54.69,C,1,54,33.3,5,18.5,US PL Saratoga Spring Factory,"Queensbury, NY",shipper,medium
2804,Cuatro Cinco Enterprises,54.67,54.67,D,1,72,0,5,9.8,US PL S Houston Factory,"Houston, TX",shipper,low
2805,"Tyson Processing Plant Monroe, N.C.",54.65,54.65,A,1,28,100,3,37.7,US PL McBee Factory,"Monroe, NC",shipper,high
2806,"Blue Triton Poland Spring: Hollis Center, ME",54.63,54.63,D,1,83,0,3,5.6,US PL Hollis Factory,"Hollis, ME",shipper,low
2807,"Stingray Logistics, Inc",54.63,54.63,B,1,52,77.3,1,19.8,US PL Zephyrhills Factory,"Lutz, FL",3pl,high
2808,Amazon Fulfillment Center SCK3,54.6,54.6,A,1,21,93.3,5,46.7,US PL Sacramento Factory,"Manteca, CA",3pl,high
2809,DGR8 Amazon,54.6,54.6,A,1,21,93.3,5,46.7,US PL Mecosta Factory,"Walker, MI",shipper,medium
2810,Mat Logistics,54.59,54.59,C,1,54,33.3,5,18.6,US PL Ontario Factory,"Riverside, CA",3pl,medium
2811,Giorgio's Beauty Supply Warehouse,54.59,47.02,C,3,54,33.3,5,18.6,US PL High Springs Factory,"Gainesville, FL",shipper,medium
2812,Legacy Logistics,54.59,43,C,2,54,33.3,5,18.6,US PL Allentown NPL Factory,"Reading, PA",3pl,medium
2813,Wal-Mart Warehouse,54.59,54.59,C,1,54,33.3,5,18.6,US PL Zephyrhills Factory,"Lakeland, FL",shipper,medium
2814,Palace Foods Inc,54.59,54.59,C,1,54,33.3,5,18.6,US PL Allentown NPL Factory,"Reading, PA",shipper,low
2815,DFL8 Amazon Distribution Center,54.59,54.59,A,1,32,93.3,3,34.2,US PL Zephyrhills Factory,"Groveland, FL",shipper,high
2816,Millcreek Baptist Church - Food Distribution Center,54.57,54.57,C,1,76,33.3,1,8.4,US PL Hot Springs 2 Factory,"Hot Springs, AR",shipper,medium
2817,ProTrans International Indianapolis Dock,54.54,54.54,D,1,72,0,5,9.9,US PL Greenwood Indiana,"Indianapolis, IN",shipper,low
2818,Capitol Warehousing Corporation,54.54,54.54,D,1,72,0,5,9.9,US PL Madison Factory,"Windsor, WI",3pl,low
2819,"Alcoa Storage Corona, CA.",54.54,54.54,D,1,72,0,5,9.9,US PL Ontario Factory,"Corona, CA",shipper,low
2820,Symbia Logistics,54.54,54.54,C,1,65,33.3,3,13.1,US PL Denver Factory,"Commerce City, CO",3pl,medium
2821,R.A.W. Industrial Supplies,54.52,54.52,C,1,57,26.7,5,16.7,US PL Zephyrhills Factory,"Plant City, FL",shipper,low
2822,Amazon HOU5 / HOU9,54.51,54.51,A,1,43,93.3,1,25.5,US PL S Houston Factory,"Katy, TX",shipper,medium
2823,Burlington Coat Factory Warehouse,54.49,52.78,C,2,54,33.3,5,18.7,US PL Ontario Factory,"San Bernardino, CA",shipper,medium
2824,Quaker Distribution Warehouse,54.49,54.49,C,1,54,33.3,5,18.7,US PL Zephyrhills Factory,"Lakeland, FL",shipper,medium
2825,Brilliant Fulfillment,54.49,54.49,C,1,54,33.3,5,18.7,US PL Dallas 2 Factory,"Grapevine, TX",3pl,medium
2826,Auto Parts Warehouse: Auto Salvage Yard,54.49,54.49,C,1,54,33.3,5,18.7,US PL Hawkins Factory,"Tyler, TX",shipper,medium
2827,Buy Low Flooring Warehouse,54.49,54.49,C,1,54,33.3,5,18.7,US PL Saratoga Spring Factory,"Queensbury, NY",shipper,medium
2828,Foodbuy Foodservice,54.49,54.49,C,1,54,33.3,5,18.7,US PL Zephyrhills Factory,"Temple Terrace, FL",shipper,medium
2829,Hayneedle Distribution Center,54.49,54.49,C,1,54,33.3,5,18.7,US PL Ontario Factory,"Riverside, CA",shipper,medium
2830,SPANGLISH FACTORY Peruvian & Puertorican fusion,54.49,54.49,C,1,54,33.3,5,18.7,US PL Greenwood Indiana,"Indianapolis, IN",shipper,low
2831,Electrical Controls of Maine,54.48,54.48,D,1,83,0,3,5.7,US PL Hollis Factory,"Lyman, ME",shipper,low
2832,McKinley Packaging,54.47,40.13,D,2,61,20,5,14.9,US PL Dallas 2 Factory,"Dallas, TX",shipper,low
2833,Dean Foods,54.43,54.43,A,1,17,100,5,52.9,US PL McBee Factory,"Charlotte, NC",shipper,medium
2834,Armor Products Manufacturing Inc.,54.42,54.42,C,1,57,26.7,5,16.8,US PL Zephyrhills Factory,"Plant City, FL",shipper,medium
2835,Viewpoint Manufacturing LLC,54.42,54.42,C,1,57,26.7,5,16.8,US PL S Houston Factory,"Houston, TX",shipper,medium
2836,Werner Indianapolis Terminal,54.41,54.41,D,1,72,0,5,10,US PL Greenwood Indiana,"Indianapolis, IN",carrier,medium
2837,Logistic Edge LLC,54.41,54.41,D,1,72,0,5,10,US PL Ontario Factory,"Corona, CA",shipper,low
2838,Shaker Logistics,54.39,54.39,C,1,53,33.3,5,18.8,US PL Saratoga Spring Factory,"Waterford, NY",3pl,medium
2839,Rice warehouse,54.39,54.39,C,1,53,33.3,5,18.8,US PL Zephyrhills Factory,"Plant City, FL",shipper,medium
2840,Hot Topic Distribution Center,54.39,54.39,C,1,53,33.3,5,18.8,US PL Ontario Factory,"Riverside, CA",shipper,medium
2841,MW Logistics,54.39,54.39,C,1,53,33.3,5,18.8,US PL Dallas 2 Factory,"Dallas, TX",3pl,medium
2842,UF Asset Management Surplus Warehouse,54.39,54.39,C,1,53,33.3,5,18.8,US PL High Springs Factory,"Gainesville, FL",shipper,medium
2843,High Mind Packaging,54.36,54.36,D,1,61,20,5,15,US PL Hollis Factory,"Westbrook, ME",shipper,low
2844,AVP1 Amazon Fulfillment Center,54.36,54.36,A,1,32,93.3,3,34.6,US PL Allentown Factory,"Hazle Township, PA",3pl,high
2845,Yuengling Tampa Brewing Warehouse,54.34,54.34,C,1,51,37.3,5,20.1,US PL Zephyrhills Factory,"Tampa, FL",shipper,medium
2846,Carpenter Technology Corp. Hartsville Operations,54.33,54.33,D,1,82,0,3,5.8,US PL McBee Factory,"McBee, SC",shipper,low
2847,SFL1/VFL1 - Amazon (GSF),54.33,54.33,A,1,21,93.3,5,47.4,US PL Zephyrhills Factory,"Orlando, FL",shipper,medium
2848,Windham Manufacturing Company,54.31,54.31,C,1,57,26.7,5,16.9,US PL Dallas 2 Factory,"Dallas, TX",shipper,medium
2849,American Tire Distributors,54.31,49.76,C,2,57,26.7,5,16.9,US PL Hollis Factory,"Portland, ME",shipper,low
2850,"National Distributors, Inc.",54.31,54.31,C,1,57,26.7,5,16.9,US PL Hollis Factory,"South Portland, ME",shipper,low
2851,West logistics,54.29,39.88,C,3,53,33.3,5,18.9,US PL Zephyrhills Factory,"Plant City, FL",3pl,medium
2852,BelGioioso Glenville Warehouse,54.29,54.29,C,1,53,33.3,5,18.9,US PL Saratoga Spring Factory,"Glenville, NY",shipper,medium
2853,Cavender's Distribution Center,54.29,54.29,C,1,53,33.3,5,18.9,US PL Hawkins Factory,"Tyler, TX",shipper,medium
2854,County Line Logistics Center,54.29,54.29,C,1,53,33.3,5,18.9,US PL Zephyrhills Factory,"Plant City, FL",3pl,medium
2855,Segue Distribution,54.29,54.29,C,1,53,33.3,5,18.9,US PL Hawkins Factory,"Tyler, TX",shipper,medium
2856,Kirby Risk Distribution Center,54.29,54.29,C,1,53,33.3,5,18.9,US PL Greenwood Indiana,"Indianapolis, IN",shipper,medium
2857,Gatorade Distribution Center,54.29,46.22,C,2,53,33.3,5,18.9,US PL Zephyrhills Factory,"Lakeland, FL",shipper,medium
2858,HIGH TECH LOGISTICS,54.29,54.29,C,1,53,33.3,5,18.9,US PL Ontario Factory,"Riverside, CA",3pl,medium
2859,K&G Express Logistics,54.29,54.29,C,1,53,33.3,5,18.9,US PL Zephyrhills Factory,"Lakeland, FL",3pl,medium
2860,Argyle Cheese Farmer,54.29,54.29,C,1,53,33.3,5,18.9,US PL Saratoga Spring Factory,"Hudson Falls, NY",shipper,low
2861,Seven Star Packaging & Industrial,54.21,54.21,C,1,57,26.7,5,17,US PL S Houston Factory,"Houston, TX",shipper,low
2862,Lakeside Losgitics,54.21,54.21,C,1,57,26.7,5,17,US PL Zephyrhills Factory,"Plant City, FL",shipper,low
2863,Trader Joes Warehouse,54.2,54.2,C,1,53,33.3,5,19,US PL Ontario Factory,"San Bernardino, CA",shipper,medium
2864,T.J. Maxx Distribution Center,54.2,54.2,C,1,53,33.3,5,19,US PL Zephyrhills Factory,"Lakeland, FL",shipper,medium
2865,suddenlink warehouse,54.2,54.2,C,1,53,33.3,5,19,US PL Hawkins Factory,"Tyler, TX",shipper,medium
2866,DCD Warehouse Company,54.2,54.2,C,1,53,33.3,5,19,US PL Hawkins Factory,"Tyler, TX",shipper,medium
2867,Reliable Warehouse LLC,54.2,54.2,C,1,53,33.3,5,19,US PL Saratoga Spring Factory,"Schenectady, NY",shipper,medium
2868,Well Above Bottling & Canning/careers,54.2,54.2,C,1,53,33.3,5,19,US PL Sacramento Factory,"Roseville, CA",shipper,medium
2869,Indy Bargain Warehouse,54.2,54.2,C,1,53,33.3,5,19,US PL Greenwood Indiana,"Indianapolis, IN",shipper,medium
2870,US Defense Logistics Agency,54.2,54.2,C,1,53,33.3,5,19,US PL Saratoga Spring Factory,"Scotia, NY",3pl,medium
2871,Tube Processing Corporation,54.15,54.15,D,1,71,0,5,10.2,US PL Greenwood Indiana,"Indianapolis, IN",shipper,medium
2872,IceBox Storage Rentals,54.15,54.15,D,1,71,0,5,10.2,US PL Sacramento Factory,"Sacramento, CA",shipper,low
2873,Steelsafe Storage,54.14,54.14,C,1,73,16,3,9.3,US PL Allentown NPL Factory,"Bally, PA",shipper,low
2874,Pacific Shipping & Trucking Co,54.11,54.11,C,1,67,26.7,3,11.8,US PL Denver Factory,"Henderson, CO",carrier,low
2875,Marine Sports Manufacturing,54.1,54.1,C,1,57,26.7,5,17.1,US PL Zephyrhills Factory,"Plant City, FL",shipper,medium
2876,EML Manufacturing LLC,54.1,54.1,C,1,57,26.7,5,17.1,US PL S Houston Factory,"Houston, TX",shipper,medium
2877,ARD Logistics‎,54.1,54.1,C,1,53,33.3,5,19.1,US PL Hawkins Factory,"Tyler, TX",3pl,medium
2878,Elite Office Logistics,54.1,54.1,C,1,53,33.3,5,19.1,US PL Zephyrhills Factory,"Lakeland, FL",3pl,medium
2879,LNC Logistics LLC,54.1,54.1,C,1,53,33.3,5,19.1,US PL S Houston Factory,"Houston, TX",3pl,medium
2880,Freight Solutions LLC,54.1,54.1,C,1,53,33.3,5,19.1,US PL S Houston Factory,"Houston, TX",shipper,low
2881,Truck Spot,54.1,54.1,C,1,53,33.3,5,19.1,US PL Zephyrhills Factory,"Lakeland, FL",shipper,low
2882,Great Lakes Coca-Cola,54.06,54.06,A,1,16,100,5,54.1,US PL Mecosta Factory,"Caledonia, MI",shipper,medium
2883,LIT1 Amazon guard shack,54.03,54.03,A,1,20,93.3,5,48.2,US PL Hot Springs 2 Factory,"Little Rock, AR",shipper,medium
2884,Challenge Manufacturing,54,29.23,C,6,56,26.7,5,17.2,US PL Dallas 2 Factory,"Irving, TX",shipper,medium
2885,The Costumer Rental Warehouse,54,54,C,1,53,33.3,5,19.2,US PL Saratoga Spring Factory,"Schenectady, NY",shipper,medium
2886,Birchwood Interiors Warehouse,53.99,53.99,C,1,80,33.3,0,6.7,US PL Kingfield Factory,"Carrabassett Valley, ME",shipper,medium
2887,Amazon HTP9,53.96,53.96,A,1,20,93.3,5,48.4,US PL High Springs Factory,"Ocala, FL",shipper,medium
2888,"Ocotillo Services | Receiving Warehouse",53.95,53.95,C,1,64,33.3,3,13.6,US PL Cabazon Factory,"Palm Springs, CA",shipper,medium
2889,TPA6 Amazon Fulfillment,53.92,53.92,A,1,20,93.3,5,48.5,US PL High Springs Factory,"Ocala, FL",3pl,high
2890,Very Good Manufacturing,53.9,53.9,C,1,56,26.7,5,17.3,US PL Dallas 2 Factory,"Fort Worth, TX",shipper,medium
2891,Bulk Manufacturing of Florida,53.9,53.9,C,1,56,26.7,5,17.3,US PL Zephyrhills Factory,"Plant City, FL",shipper,medium
2892,Plastipak Packaging Inc,53.9,53.9,C,1,56,26.7,5,17.3,US PL Zephyrhills Factory,"Plant City, FL",shipper,low
2893,Moreau Industrial Park,53.9,53.9,C,1,56,26.7,5,17.3,US PL Saratoga Spring Factory,"Glens Falls, NY 12803, USA",shipper,low
2894,24 HOUR CROSSDOCKING WAREHOUSE /LOCAL DELIVERY/RESTACK,53.9,53.9,C,1,53,33.3,5,19.3,US PL S Houston Factory,"Houston, TX",shipper,medium
2895,Freeway Logistics,53.9,53.9,C,1,53,33.3,5,19.3,US PL S Houston Factory,"Houston, TX",3pl,medium
2896,Southside Furniture Warehouse,53.9,53.9,C,1,53,33.3,5,19.3,US PL Hawkins Factory,"Tyler, TX",shipper,medium
2897,"Portland West, Inc. - Food Distribution Center",53.9,53.9,C,1,53,33.3,5,19.3,US PL Hollis Factory,"Portland, ME",shipper,medium
2898,Tyler Shelving Warehouse,53.9,53.9,C,1,53,33.3,5,19.3,US PL Hawkins Factory,"Tyler, TX",shipper,medium
2899,"Riverson Foods, Inc.",53.9,53.9,C,1,53,33.3,5,19.3,US PL Ontario Factory,"City of Industry, CA",shipper,low
2900,Wallport Transit Xpress,53.89,53.89,D,1,71,0,5,10.4,US PL Pasadena Factory,"La Porte, TX",shipper,low
2901,Amazon Distribution Center Ocala,53.88,53.88,A,1,20,93.3,5,48.6,US PL High Springs Factory,"Ocala, FL",shipper,high
2902,Stoughton Trucking Inc,53.87,53.87,C,1,67,26.7,3,12,US PL Madison Factory,"Stoughton, WI",carrier,low
2903,Secure Global Logistics,53.81,53.81,C,1,52,33.3,5,19.4,US PL S Houston Factory,"Houston, TX",3pl,medium
2904,Health System Services Distribution Center,53.81,53.81,C,1,52,33.3,5,19.4,US PL Saratoga Spring Factory,"Queensbury, NY",shipper,medium
2905,Welch Packaging - IndyCorr,53.79,53.79,C,1,56,26.7,5,17.4,US PL Greenwood Indiana,"Indianapolis, IN",shipper,low
2906,Ricky Rockets Fuel Center,53.79,53.79,C,1,50,37.3,5,20.7,US PL Dallas 2 Factory,"Garland, TX",shipper,low
2907,Logisticenter At Sourhport,53.76,53.76,D,1,70,0,5,10.5,US PL Sacramento Factory,"West Sacramento, CA",shipper,low
2908,Pemex Deer Park Support Center,53.76,53.76,D,1,70,0,5,10.5,US PL Pasadena Factory,"Deer Park, TX",shipper,low
2909,Regal Machine,53.76,53.76,D,1,70,0,5,10.5,US PL Hawkins Factory,"Tyler, TX",shipper,low
2910,DeCrescente Distributing Company Inc.,53.74,53.74,D,1,67,26.7,3,12.1,US PL Saratoga Spring Factory,"Mechanicville, NY",shipper,low
2911,"Hodge Transport, LLC",53.73,53.73,D,1,81,0,3,6.2,US PL Hollis Factory,"Buxton, ME",carrier,low
2912,Macpac Fulfillment LLC,53.72,53.72,C,1,63,33.3,3,13.8,US PL Denver Factory,"Broomfield, CO",3pl,medium
2913,Weather King Portable Buildings of Lakeland,53.72,53.72,D,1,62,16,5,14.5,US PL Zephyrhills Factory,"Lakeland, FL",shipper,low
2914,Burlington Distribution Center,53.71,52.48,C,2,52,33.3,5,19.5,US PL Ontario Factory,"Riverside, CA",shipper,medium
2915,Maine International Cold Storage Facility,53.71,53.71,C,1,52,33.3,5,19.5,US PL Hollis Factory,"Portland, ME",shipper,medium
2916,"Up Logistics, LLC",53.71,53.71,C,1,52,33.3,5,19.5,US PL Greenwood Indiana,"Indianapolis, IN",3pl,medium
2917,Industry Distribution Center,53.71,53.71,C,1,52,33.3,5,19.5,US PL Ontario Factory,"City of Industry, CA",shipper,medium
2918,Glen-Gery Mid-Atlantic Plant,53.69,53.69,C,1,56,26.7,5,17.5,US PL Allentown NPL Factory,"Shoemakersville, PA",shipper,medium
2919,Americold Logistics N Little Rock,53.68,53.68,A,1,21,90.7,5,47,US PL Hot Springs 2 Factory,"North Little Rock, AR",3pl,high
2920,HCS Dallas,53.63,53.63,D,1,70,0,5,10.6,US PL Dallas 2 Factory,"Lancaster, TX",shipper,low
2921,Emergent Cold,53.63,53.63,D,1,70,0,5,10.6,US PL Dallas 2 Factory,"Dallas, TX",shipper,low
2922,Wilson Logistics,53.62,53.62,C,1,52,33.3,5,19.6,US PL Dallas 2 Factory,"Dallas, TX",3pl,medium
2923,Tyler Consignment Warehouse,53.62,53.62,C,1,52,33.3,5,19.6,US PL Hawkins Factory,"Tyler, TX",shipper,medium
2924,Natural American Foods,53.62,53.62,C,1,52,33.3,5,19.6,US PL Ontario Factory,"San Bernardino, CA",shipper,low
2925,Maine Shellfish Co,53.61,53.61,C,1,63,33.3,3,13.9,US PL Hollis Factory,"Kennebunk, ME",shipper,low
2926,Craters & Freighters Northern Colorado,53.61,53.61,C,1,63,33.3,3,13.9,US PL Denver Factory,"Broomfield, CO",shipper,low
2927,Peninsula Steel,53.59,53.59,C,1,56,26.7,5,17.6,US PL Zephyrhills Factory,"Plant City, FL",shipper,low
2928,Tampa's Best Wash,53.55,53.55,C,1,48,41.3,5,22.3,US PL Zephyrhills Factory,"Tampa, FL",shipper,low
2929,International Marine Terminal,53.52,48.52,C,2,52,33.3,5,19.7,US PL Hollis Factory,"Portland, ME",shipper,medium
2930,"Miller Warehouse Houston, Texas",53.52,53.52,C,1,52,33.3,5,19.7,US PL S Houston Factory,"Houston, TX",shipper,medium
2931,Tiger Logistics,53.52,53.52,C,1,52,33.3,5,19.7,US PL Hawkins Factory,"Tyler, TX",3pl,medium
2932,"Preble Street, Inc. - Food Distribution Center",53.52,53.52,C,1,52,33.3,5,19.7,US PL Hollis Factory,"Portland, ME",shipper,medium
2933,O.B. Macaroni Company,53.52,53.52,C,1,52,33.3,5,19.7,US PL Dallas 2 Factory,"Fort Worth, TX",shipper,low
2934,Cold Summit Development,53.5,53.5,D,1,70,0,5,10.7,US PL Dallas 2 Factory,"Dallas, TX",shipper,low
2935,S & B Distributors,53.5,53.5,D,1,70,0,5,10.7,US PL Greenwood Indiana,"Indianapolis, IN",shipper,low
2936,Jessup Logistics,53.49,53.49,C,1,63,33.3,3,14,US PL Greenwood Indiana,"Mooresville, IN",3pl,medium
2937,Houseworks Warehouse,53.43,53.43,C,1,52,33.3,5,19.8,US PL Greenwood Indiana,"Indianapolis, IN",shipper,medium
2938,Sicm Food Program - Food Distribution Center,53.43,53.43,C,1,52,33.3,5,19.8,US PL Saratoga Spring Factory,"Schenectady, NY",shipper,medium
2939,Pool & Spa Warehouse of Gainesville,53.43,53.43,C,1,52,33.3,5,19.8,US PL High Springs Factory,"Gainesville, FL",shipper,medium
2940,McYoung Foods,53.43,53.43,C,1,52,33.3,5,19.8,US PL Greenwood Indiana,"Indianapolis, IN",shipper,low
2941,Midland Manufacturing Co,53.39,53.39,C,1,55,26.7,5,17.8,US PL Dallas 2 Factory,"Fort Worth, TX",shipper,medium
2942,Precision Manufacturing Company,53.39,53.39,C,1,55,26.7,5,17.8,US PL Sacramento Factory,"Roseville, CA",shipper,medium
2943,Global Freezer,53.39,53.39,C,1,55,26.7,5,17.8,US PL Zephyrhills Factory,"Plant City, FL",shipper,low
2944,Tyler Steel Company,53.38,53.38,D,1,61,16,5,14.8,US PL Hawkins Factory,"Tyler, TX",shipper,low
2945,Cheney Brothers Florence,53.38,53.38,A,1,31,70.7,5,34.9,US PL McBee Factory,"Florence, SC",shipper,medium
2946,Landstar System Inc.,53.37,53.37,D,1,70,0,5,10.8,US PL Dallas 2 Factory,"Fort Worth, TX",shipper,low
2947,"Sacramento Refrigeration, Inc.",53.37,53.37,D,1,70,0,5,10.8,US PL Sacramento Factory,"Sacramento, CA",shipper,low
2948,Total Logistics eCommerce Fulfillment Solutions,53.37,53.37,A,1,36,82.7,3,31,US PL Zephyrhills Factory,"Tampa, FL",3pl,high
2949,RC Willey Roseville Distribution Center,53.33,53.33,C,1,52,33.3,5,19.9,US PL Sacramento Factory,"Roseville, CA",shipper,medium
2950,3PL Fulfillment & Prep - FBA Prep & FBM,53.33,53.33,C,1,52,33.3,5,19.9,US PL Dallas 2 Factory,"Dallas, TX",3pl,medium
2951,Lightning Transport and Logistics,53.33,53.33,C,1,52,33.3,5,19.9,US PL Zephyrhills Factory,"Tampa, FL",carrier,medium
2952,Cart.com Dallas Fulfillment Center,53.33,53.33,C,1,52,33.3,5,19.9,US PL Dallas 2 Factory,"Garland, TX",3pl,medium
2953,"Logistics Depot, LLC",53.33,53.33,C,1,52,33.3,5,19.9,US PL Ontario Factory,"San Bernardino, CA",3pl,medium
2954,CMS Warehouse,53.33,53.33,C,1,52,33.3,5,19.9,US PL Saratoga Spring Factory,"Schenectady, NY",shipper,medium
2955,Brookshire's/Super 1 Foods Distribution Shipping/Receiving,53.33,53.33,C,1,52,33.3,5,19.9,US PL Hawkins Factory,"Tyler, TX",shipper,medium
2956,Countrywide Logistics,53.33,53.33,C,1,52,33.3,5,19.9,US PL Zephyrhills Factory,"Tampa, FL",3pl,medium
2957,Pro's Logistics,53.33,53.33,C,1,52,33.3,5,19.9,US PL Zephyrhills Factory,"Lakeland, FL",3pl,medium
2958,Cosmo's Superior Foods,53.33,53.33,C,1,52,33.3,5,19.9,US PL Greenwood Indiana,"Indianapolis, IN",shipper,low
2959,Working Food Community Center,53.33,53.33,C,1,52,33.3,5,19.9,US PL High Springs Factory,"Gainesville, FL",shipper,low
2960,Packaging Forest LLC,53.27,53.27,C,1,59,20,5,16,US PL Dallas 2 Factory,"Grapevine, TX",shipper,low
2961,American Airlines Cargo,53.27,40.37,D,2,59,20,5,16,US PL Dallas 2 Factory,"Irving, TX",shipper,low
2962,"WareSpace Centennial | Small Warehouse Space Rentals",53.26,53.26,C,1,62,33.3,3,14.2,US PL Denver Factory,"Englewood, CO",shipper,medium
2963,West Motor Freight Inc,53.26,53.26,C,1,62,33.3,3,14.2,US PL Allentown NPL Factory,"Boyertown, PA",shipper,low
2964,"Western Express, Inc.",53.24,53.24,D,1,70,0,5,10.9,US PL Ontario Factory,"Bloomington, CA",shipper,low
2965,PrepGet,53.24,53.24,D,1,70,0,5,10.9,US PL S Houston Factory,"Stafford, TX",shipper,low
2966,"Jay Bird Mfg. Co., Inc.",53.24,53.24,D,1,70,0,5,10.9,US DC Hot Springs (WHSE),"Malvern, AR",shipper,low
2967,"Texas Cartage Warehouse, Inc.",53.24,53.24,C,1,51,33.3,5,20,US PL Dallas 2 Factory,"Dallas, TX",carrier,medium
2968,Voltex Logistics,53.24,53.24,C,1,51,33.3,5,20,US PL Hollis Factory,"Portland, ME",3pl,medium
2969,University of Florida Meat Processing Center,53.24,53.24,C,1,51,33.3,5,20,US PL High Springs Factory,"Gainesville, FL",shipper,medium
2970,Dallas Parts Distribution Center,53.24,53.24,C,1,51,33.3,5,20,US PL Dallas 2 Factory,"Garland, TX",shipper,medium
2971,Plantgistix- Baytown,53.24,53.24,C,1,51,33.3,5,20,US PL Pasadena Factory,"Baytown, TX",shipper,medium
2972,Casco Village Church Food Pantry - Food Distribution Center,53.21,53.21,C,1,73,33.3,1,9.4,US PL Poland Spring Factory,"Casco, ME",shipper,medium
2973,Smurfit Westrock Hazleton Fold-Pak Plant,53.19,53.19,A,1,33,86.7,3,33.2,US PL Allentown Factory,"Hazleton, PA",shipper,high
2974,Rozell Sprayer Manufacturing Co,53.18,53.18,C,1,55,26.7,5,18,US PL Hawkins Factory,"Tyler, TX",shipper,medium
2975,RealCold,53.16,33.24,C,3,61,16,5,15,US PL Ontario Factory,"Colton, CA",shipper,low
2976,Hillco Specialties Inc,53.16,53.16,D,1,58,20,5,16.1,US PL Hollis Factory,"Windham, ME",shipper,low
2977,"HeLP Logistics, Inc.",53.15,53.15,C,1,62,33.3,3,14.3,US PL Greenwood Indiana,"New Palestine, IN",3pl,medium
2978,Naples CRC Food Pantry - Food Distribution Center,53.15,53.15,C,1,62,33.3,3,14.3,US PL Poland Spring Factory,"Naples, ME",shipper,medium
2979,LKQ Refinish Distribution Center,53.15,53.15,A,1,18,93.3,5,50.7,US PL Mecosta Factory,"Kentwood, MI",shipper,high
2980,WestPark Warehouses,53.14,53.14,C,1,51,33.3,5,20.1,US PL Hawkins Factory,"Tyler, TX",shipper,medium
2981,Save Rack Fulfillment,53.14,53.14,C,1,51,33.3,5,20.1,US PL Zephyrhills Factory,"Lakeland, FL",3pl,medium
