Rank,Composite,Proximity,Fit %,Density,Distance (mi),Nearest Primo Site,Tier,Segment,Confidence,Name,Account,"City, State",Vertical,Enterprise,Network,Corridor,Address
795,75.89,61,90.7,5,14.7,US PL Greenwood Indiana,A,3pl,high,Hanzo Logistics,,"Plainfield, IN",25,18,25,"Indianapolis, IN","450 Airtech Pkwy, Plainfield, IN 46168, USA"
796,75.89,61,90.7,5,14.7,US PL Greenwood Indiana,A,shipper,high,Griot's Garage Distribution & Manufacturing Center,,"Plainfield, IN",25,18,25,"Indianapolis, IN","2185 Airwest Blvd, Plainfield, IN 46168, USA"
797,75.89,61,90.7,5,14.7,US PL Greenwood Indiana,A,shipper,medium,Blu LNG,,"Plainfield, IN",25,18,25,"Indianapolis, IN","2118-2156 Hartford Ave, Plainfield, IN 46168, USA"
798,75.84,96,26.7,5,1.2,US PL Sacramento Factory,C,shipper,low,"NMI Industrial Holdings, LLC.",,"Sacramento, CA",20,0,0,"Sacramento, CA","8503 Weyand Ave, Sacramento, CA 95828, USA"
799,75.84,63,86.7,5,13.7,US PL S Houston Factory,A,shipper,high,Kroger Distribution Center,kroger,"Houston, TX",20,25,20,"Houston, TX","7170 W 43rd St #150, Houston, TX 77092, USA"
800,75.82,65,82.7,5,12.7,US PL McBee Factory,A,shipper,medium,Sonoco Trailer Lot,,"Hartsville, SC",15,22,25,"Florence, SC","511 Patrick Hwy, Hartsville, SC 29550, USA"
801,75.82,65,82.7,5,12.7,US PL McBee Factory,A,shipper,medium,Sonoco Recycling,,"Hartsville, SC",15,22,25,"Florence, SC","1047 Hilton Ave, Hartsville, SC 29550, USA"
802,75.81,60,93.3,5,15.5,US PL Sacramento Factory,A,3pl,high,Amazon Fulfillment Center,amazon,"Sacramento, CA",20,25,25,"Sacramento, CA","Bear Paw Dr, Sacramento, CA 95835, USA"
803,75.81,60,93.3,5,15.5,US PL Sacramento Factory,A,shipper,medium,Amazon SMF1,amazon,"Sacramento, CA",20,25,25,"Sacramento, CA","4900 W Elkhorn Blvd, Sacramento, CA 95835, USA"
804,75.78,61,90.7,5,14.8,US PL Zephyrhills Factory,A,3pl,high,Americold Logistics Plant City,,"Plant City, FL",25,18,25,"Tampa, FL","302 N Frontage Rd, Plant City, FL 33563, USA"
805,75.78,61,90.7,5,14.8,US PL Greenwood Indiana,A,3pl,medium,GXO,gxo,"Plainfield, IN",25,18,25,"Indianapolis, IN","600 Perry Rd, Plainfield, IN 46168, USA"
806,75.77,92,33.3,5,2.4,US PL Denver Factory,B,3pl,medium,Keep It Moving Logistics,,"Denver, CO",25,0,0,"Denver, CO","201 Milwaukee St Unit 200, Denver, CO 80206, USA"
807,75.77,92,33.3,5,2.4,US PL Ontario Factory,B,3pl,medium,Dsc Logistics,cj-logistics-america,"Eastvale, CA",25,0,0,"Ontario, CA","12350 Philadelphia Ave, Eastvale, CA 91752, USA"
808,75.77,92,33.3,5,2.4,US PL Ontario Factory,B,shipper,medium,Brothers Transportation & Warehouse Inc,,"Eastvale, CA",25,0,0,"Ontario, CA","12481 Riverside Dr ste b, Eastvale, CA 91752, USA"
809,75.77,92,33.3,5,2.4,US DC NFI - Breinigsville,B,3pl,medium,ABC Fulfillment,,"Macungie, PA",25,0,0,"Allentown, PA","2918 Schoeneck Rd, Macungie, PA 18062, USA"
810,75.77,92,33.3,5,2.4,US PL Poland Spring Factory,C,shipper,medium,Poland Community Church Food Bank & Thrift Shop - Food Distribution Center,,"Poland, ME",25,0,0,"Auburn, ME","1208 Maine St, Poland, ME 04274, USA"
811,75.77,92,33.3,5,2.4,US PL Ontario Factory,C,3pl,medium,UPS Supply Chain Logistics,,"Eastvale, CA",25,0,0,"Ontario, CA","3230 Cornerstone Dr, Eastvale, CA 91752, USA"
812,75.77,92,33.3,5,2.4,US DC NFI - Breinigsville,C,3pl,medium,TAGG Logistics,,"Macungie, PA",25,0,0,"Allentown, PA","2918 Schoeneck Rd, Macungie, PA 18062, USA"
813,75.77,92,33.3,5,2.4,US PL Ontario Factory,C,3pl,medium,JSC Logistics Inc,,"Ontario, CA",25,0,0,"Ontario, CA","3042 E Via Fiano, Ontario, CA 91764, USA"
814,75.77,92,33.3,5,2.4,US PL Sacramento Factory,C,shipper,low,J K Food Liquor & Wine,,"Sacramento, CA",25,0,0,"Sacramento, CA","8321 Folsom Blvd, Sacramento, CA 95826, USA"
815,75.77,92,33.3,5,2.4,US PL Sacramento Factory,C,shipper,low,Power Mart,,"Sacramento, CA",25,0,0,"Sacramento, CA","8111 Scottsdale Dr A, Sacramento, CA 95828, USA"
816,75.77,92,33.3,5,2.4,US PL Denver Factory,C,shipper,low,Colorado Food Enterprises,,"Denver, CO",25,0,0,"Denver, CO","3645 Wazee St, Denver, CO 80216, USA"
817,75.75,79,77.3,3,7,US PL Allentown NPL Factory,A,shipper,medium,Multicell North Inc.,,"Kutztown, PA",25,18,15,"Allentown, PA","240 Broad St, Kutztown, PA 19530, USA"
818,75.74,67,80,5,12.1,US PL Hollis Factory,A,shipper,medium,Nikel Precision Group,,"Saco, ME",20,25,15,"Auburn, ME","19 Mill Brook Rd, Saco, ME 04072, USA"
819,75.7,59,93.3,5,15.6,US PL Dallas 2 Factory,A,shipper,high,DFW-5 Walmart Distribution Center,walmart,"Lancaster, TX",20,25,25,"Dallas, TX","2500 E Belt Line Rd, Lancaster, TX 75146, USA"
820,75.67,96,26.7,5,1.3,US PL Sacramento Factory,C,shipper,low,Blueline Truck And Trailer Parts Sacramento,,"Sacramento, CA",20,0,0,"Sacramento, CA","8191 Elder Creek Rd, Sacramento, CA 95824, USA"
821,75.67,96,26.7,5,1.3,US DC Hot Springs (WHSE),C,shipper,low,"TnT Wholesale, LLC",,"Hot Springs, AR",20,0,0,"Little Rock, AR","625 Albert Pike Rd A, Hot Springs, AR 71913, USA"
822,75.67,96,26.7,5,1.3,US PL Ontario Factory,C,shipper,low,ABLE INDUSTRIAL PRODUCTS INC,,"Ontario, CA",20,0,0,"Ontario, CA","2006 S Baker Ave, Ontario, CA 91761, USA"
823,75.67,61,90.7,5,14.9,US PL Greenwood Indiana,A,3pl,high,Progressive Logistics Inc,,"Plainfield, IN",25,18,25,"Indianapolis, IN","600 Perry Rd, Plainfield, IN 46168, USA"
824,75.67,61,90.7,5,14.9,US PL Greenwood Indiana,A,3pl,high,MD Logistics,,"Plainfield, IN",25,18,25,"Indianapolis, IN","2150 Stanley Rd, Plainfield, IN 46168, USA"
825,75.67,61,90.7,5,14.9,US PL Hawkins Factory,A,carrier,medium,ABF Freight,,"Tyler, TX",25,18,25,"Tyler, TX","3201 W Gentry Pkwy, Tyler, TX 75702, USA"
826,75.64,90,37.3,5,3.2,US PL Madison Factory,C,shipper,low,Fromagination,,"Madison, WI",25,3,0,"Madison, WI","12 S Carroll St, Madison, WI 53703, USA"
827,75.63,99,20,5,0.2,US PL Ontario Factory,C,shipper,low,Mission Packaging Inc,,"Ontario, CA",15,0,0,"Ontario, CA","8504, 1920 S Archibald Ave # A, Ontario, CA 91761, USA"
828,75.6,92,33.3,5,2.5,US PL Sacramento Factory,B,3pl,medium,Trans America Logistics Corporation,,"Sacramento, CA",25,0,0,"Sacramento, CA","8999 Cabana Club Ct, Sacramento, CA 95826, USA"
829,75.6,92,33.3,5,2.5,US PL Sacramento Factory,B,shipper,medium,Jillamy Packaging and Warehouse,,"Sacramento, CA",25,0,0,"Sacramento, CA","8775 Folsom Blvd #200, Sacramento, CA 95826, USA"
830,75.6,92,33.3,5,2.5,US PL Sacramento Factory,C,shipper,medium,B&W wholesale warehouse,,"Sacramento, CA",25,0,0,"Sacramento, CA","8390 Gerber Rd suite D, Sacramento, CA 95828, USA"
831,75.6,92,33.3,5,2.5,US PL Denver Factory,C,shipper,medium,Stone Distribution Center,,"Denver, CO",25,0,0,"Denver, CO","650 S Lipan St, Denver, CO 80223, USA"
832,75.6,92,33.3,5,2.5,US PL Denver Factory,C,3pl,medium,"Elite Logistics, Inc",,"Denver, CO",25,0,0,"Denver, CO","730 S Jason St, Denver, CO 80223, USA"
833,75.6,92,33.3,5,2.5,US DC NFI - Breinigsville,C,3pl,medium,KGP Logistics,,"Trexlertown, PA",25,0,0,"Allentown, PA","7542 Morris Ct, Trexlertown, PA 18087, USA"
834,75.6,92,33.3,5,2.5,US PL Greenwood Indiana,C,3pl,medium,Kelley Logistics,,"Greenwood, IN",25,0,0,"Indianapolis, IN","25 S Park Blvd, Greenwood, IN 46143, USA"
835,75.6,92,33.3,5,2.5,US PL Sacramento Factory,C,shipper,low,HUHTAMAKI,,"Sacramento, CA",25,0,0,"Sacramento, CA","8450 Gerber Rd, Sacramento, CA 95828, USA"
836,75.6,92,33.3,5,2.5,US PL Madison Factory,C,shipper,low,"Alpha Omega, LLC",,"Madison, WI",25,0,0,"Madison, WI","417 Atlas Ave, Madison, WI 53714, USA"
837,75.6,92,33.3,5,2.5,US DC NFI - Breinigsville,C,shipper,low,Gold Medal Products Co. - Mid Atlantic,,"Allentown, PA",25,0,0,"Allentown, PA","7566 Morris Ct #310, Allentown, PA 18106, USA"
838,75.6,92,33.3,5,2.5,US DC Hot Springs (WHSE),C,parcel,low,UPS Access Point location,,"Hot Springs National Park, AR",25,0,0,"Little Rock, AR","3630 Central Ave, Hot Springs National Park, AR 71913, USA"
839,75.57,97,24,5,0.9,US PL Madison Factory,C,shipper,low,Menards,,"Monona, WI",12,6,0,"Madison, WI","6401 Copps Ave, Monona, WI 53716, USA"
840,75.56,61,90.7,5,15,US PL Greenwood Indiana,A,shipper,medium,"CRC Indiana, LLC",,"Plainfield, IN",25,18,25,"Indianapolis, IN","2209 Stafford Rd, Plainfield, IN 46168, USA"
841,75.53,88,41.3,5,4,US PL Madison Factory,B,shipper,low,Bear & Bottle,,"Madison, WI",25,6,0,"Madison, WI","601 N Sherman Ave, Madison, WI 53704, USA"
842,75.49,63,86.7,5,14,US PL Hawkins Factory,A,shipper,high,Trane Distribution Center,,"Tyler, TX",20,25,20,"Tyler, TX","1710 E Duncan St, Tyler, TX 75702, USA"
843,75.47,90,37.3,5,3.3,US PL Madison Factory,C,shipper,low,Metro Market,,"Madison, WI",25,3,0,"Madison, WI","6010 Cottage Grove Rd, Madison, WI 53718, USA"
844,75.45,99,20,5,0.3,US PL Sacramento Factory,C,shipper,low,"Mitsubishi Chemical Carbon Fiber and Composites, Inc.",,"Sacramento, CA",15,0,0,"Sacramento, CA","5900 88th St, Sacramento, CA 95828, USA"
845,75.43,92,33.3,5,2.6,US PL Ontario Factory,B,shipper,medium,Sam's Club Distribution Center,sams-club,"Ontario, CA",25,0,0,"Ontario, CA","1000 S Cucamonga Ave, Ontario, CA 91761, USA"
846,75.43,92,33.3,5,2.6,US DC NFI - Breinigsville,B,3pl,medium,BMS Logistics Inc,,"Allentown, PA",25,0,0,"Allentown, PA","7485 Industrial Blvd, Allentown, PA 18106, USA"
847,75.43,92,33.3,5,2.6,US PL Ontario Factory,B,3pl,medium,An Si Fulfillment LLC,,"Ontario, CA",25,0,0,"Ontario, CA","3959 E Guasti Rd Unit B, Ontario, CA 91761, USA"
848,75.43,92,33.3,5,2.6,US DC Hot Springs (WHSE),C,shipper,medium,Trinity Church Oasis - Food Distribution Center,,"Hot Springs, AR",25,0,0,"Little Rock, AR","670 Panama St, Hot Springs, AR 71913, USA"
849,75.43,92,33.3,5,2.6,US PL Ontario Factory,C,shipper,medium,QVC Ontario Distribution Center Warehouse,,"Ontario, CA",25,0,0,"Ontario, CA","853 QVC Wy, Ontario, CA 91764, USA"
850,75.43,92,33.3,5,2.6,US DC NFI - Breinigsville,C,3pl,medium,Mack Macungie Logistics,,"Macungie, PA",25,0,0,"Allentown, PA","3041 Schoeneck Rd, Macungie, PA 18062, USA"
851,75.43,92,33.3,5,2.6,US PL Pasadena Factory,C,3pl,medium,Gonzo Logistics,,"Webster, TX",25,0,0,"Houston, TX","210 Odyssey Dr Ste B, Webster, TX 77598, USA"
852,75.43,92,33.3,5,2.6,US PL S Houston Factory,C,3pl,medium,"Efficient Resource Logistics, LLC",,"Houston, TX",25,0,0,"Houston, TX","11304 Cullen Blvd, Houston, TX 77047, USA"
853,75.43,92,33.3,5,2.6,US PL Pasadena Factory,C,shipper,low,S&S Food Group,,"Houston, TX",25,0,0,"Houston, TX","2323 Clear Lake City Blvd Unit 180, Houston, TX 77062, USA"
854,75.43,92,33.3,5,2.6,US DC Hot Springs (WHSE),C,parcel,low,UPS Access Point location,,"Hot Springs, AR",25,0,0,"Little Rock, AR","NATIONAL PARK, 1438 Higdon Ferry Rd, Hot Springs, AR 71913, USA"
855,75.43,58,96,5,16.6,US PL Dallas 2 Factory,A,carrier,medium,Schneider,,"Wilmer, TX",25,22,25,"Dallas, TX","1211 E Pleasant Run Rd, Wilmer, TX 75172, USA"
856,75.41,68,96,3,11.4,US PL Madison Factory,A,3pl,high,Fastenal Fulfillment Center,,"Stoughton, WI",25,22,25,"Madison, WI","1740 E Main St Suite A, Stoughton, WI 53589, USA"
857,75.37,87,41.3,5,4.1,US PL Denver Factory,C,shipper,medium,Safeway Distribution Center,,"Denver, CO",25,6,0,"Denver, CO","4600 Stapleton S Dr, Denver, CO 80216, USA"
858,75.37,59,93.3,5,15.9,US PL Sacramento Factory,A,shipper,high,Target Food Distribution Center T3712 Truck Entrance,target,"Sacramento, CA",20,25,25,"Sacramento, CA","7450 Metro Air Pkwy, Sacramento, CA 95837, USA"
859,75.33,91,34.7,5,2.9,US PL Ontario Factory,C,shipper,low,TA Truck Service,,"Ontario, CA",20,6,0,"Ontario, CA","4325 E Guasti Rd, Ontario, CA 91761, USA"
860,75.32,95,26.7,5,1.5,US PL Madison Factory,C,shipper,medium,Hoffman Manufacturing Corp,,"Madison, WI",20,0,0,"Madison, WI","5002 Blazing Star Dr, Madison, WI 53718, USA"
861,75.32,95,26.7,5,1.5,US PL Sacramento Factory,C,shipper,medium,DANOC Manufacturing,,"Sacramento, CA",20,0,0,"Sacramento, CA","6015 Power Inn Rd Ste A, Sacramento, CA 95824, USA"
862,75.32,95,26.7,5,1.5,US PL Pasadena Factory,C,shipper,medium,Plant Process Group / Plant Process Equipment,,"Houston, TX",20,0,0,"Houston, TX","18333 Egret Bay Blvd STE 320, Houston, TX 77058, USA"
863,75.32,95,26.7,5,1.5,US DC NFI - Breinigsville,C,shipper,low,The Dial Corporation,,"Breinigsville, PA",20,0,0,"Allentown, PA","8400 Industrial Blvd, Breinigsville, PA 18031, USA"
864,75.32,95,26.7,5,1.5,US PL Sacramento Factory,C,shipper,low,Uptruck Fleet Center,,"Sacramento, CA",20,0,0,"Sacramento, CA","6097 Power Inn Rd, Sacramento, CA 95824, USA"
865,75.31,89,37.3,5,3.4,US PL Madison Factory,C,shipper,low,Capitol Centre Market,,"Madison, WI",25,3,0,"Madison, WI","111 N Broom St, Madison, WI 53703, USA"
866,75.29,55,100,5,17.9,US PL Dallas 2 Factory,A,shipper,high,Pepsi Bottling Group,,"Mesquite, TX",25,25,25,"Dallas, TX","4532 I-30, Mesquite, TX 75150, USA"
867,75.27,91,33.3,5,2.7,US PL Denver Factory,B,shipper,medium,Warehouse Hotline LLC,,"Denver, CO",25,0,0,"Denver, CO","2 Adams St, Denver, CO 80206, USA"
868,75.27,91,33.3,5,2.7,US PL Ontario Factory,B,3pl,medium,IronLink Logistics - Port of Los Angeles 3PL,,"Ontario, CA",25,0,0,"Ontario, CA","821 S Rockefeller Ave, Ontario, CA 91761, USA"
869,75.27,91,33.3,5,2.7,US PL Madison Factory,B,shipper,medium,Distribution Center For Rubin's Furniture,,"Madison, WI",25,0,0,"Madison, WI","2300 Badger Ln, Madison, WI 53713, USA"
870,75.27,91,33.3,5,2.7,US PL Denver Factory,B,3pl,medium,Bring Fulfillment,,"Denver, CO",25,0,0,"Denver, CO","4400 Lipan St, Denver, CO 80211, USA"
871,75.27,91,33.3,5,2.7,US DC NFI - Breinigsville,C,3pl,medium,Allentown Logistics,,"Macungie, PA",25,0,0,"Allentown, PA","3041 Schoeneck Rd, Macungie, PA 18062, USA"
872,75.27,91,33.3,5,2.7,US DC NFI - Breinigsville,C,3pl,medium,Volvo Logistics,,"Macungie, PA",25,0,0,"Allentown, PA","7533 Industrial Park Way, Macungie, PA 18062, USA"
873,75.27,91,33.3,5,2.7,US PL Ontario Factory,C,3pl,medium,LC Logistics Services,,"Eastvale, CA",25,0,0,"Ontario, CA","12300 Riverside Dr, Eastvale, CA 91752, USA"
874,75.27,91,33.3,5,2.7,US PL Madison Factory,C,shipper,low,Jenifer Street Market,,"Madison, WI",25,0,0,"Madison, WI","2038 Jenifer St, Madison, WI 53704, USA"
875,75.27,91,33.3,5,2.7,US PL Madison Factory,C,shipper,low,Grow Greenhouse,,"Madison, WI",25,0,0,"Madison, WI","3241 Garver Green, Madison, WI 53704, USA"
876,75.27,91,33.3,5,2.7,US PL Madison Factory,C,shipper,low,Schoep's Ice Cream,,"Madison, WI",25,0,0,"Madison, WI","514 Division St, Madison, WI 53704, USA"
877,75.23,60,90.7,5,15.3,US DC NFI - Breinigsville,A,carrier,medium,Saia LTL Freight,,"Bethlehem, PA",25,18,25,"Allentown, PA","350 Stoke Park Rd, Bethlehem, PA 18017, USA"
878,75.18,55,100,5,18,US PL S Houston Factory,A,shipper,medium,Coca-Cola Southwest Beverages - Northpoint,coca-cola,"Houston, TX",25,25,25,"Houston, TX","10475 Deer Trail Dr, Houston, TX 77038, USA"
879,75.14,95,26.7,5,1.6,US PL Ontario Factory,C,shipper,medium,ALKCOOL Manufacturing Corp,,"Ontario, CA",20,0,0,"Ontario, CA","1477 E Cedar St # C, Ontario, CA 91761, USA"
880,75.14,95,26.7,5,1.6,US PL Madison Factory,C,shipper,low,Madison Truck Accessories,,"McFarland, WI",20,0,0,"Madison, WI","4016 Terminal Dr, McFarland, WI 53558, USA"
881,75.11,57,96,5,16.9,US PL S Houston Factory,A,3pl,medium,Lineage,,"Houston, TX",25,22,25,"Houston, TX","7509 Uvalde Rd, Houston, TX 77049, USA"
882,75.11,57,96,5,16.9,US PL Hollis Factory,A,carrier,medium,Old Dominion Freight Line,,"Portland, ME",25,22,25,"Auburn, ME","185 Rand Rd, Portland, ME 04102, USA"
883,75.1,91,33.3,5,2.8,US PL Ontario Factory,B,carrier,medium,"SBR Express Inc- 3PL, Fulfillment, and Trucking",,"Ontario, CA",25,0,0,"Ontario, CA","1607 S Campus Ave, Ontario, CA 91761, USA"
884,75.1,91,33.3,5,2.8,US PL Ontario Factory,B,shipper,medium,Cooking Warehouse,,"Ontario, CA",25,0,0,"Ontario, CA","4422 E Airport Dr, Ontario, CA 91761, USA"
885,75.1,91,33.3,5,2.8,US DC Hot Springs (WHSE),C,shipper,medium,Food Distribution Center - Community Services Office Inc.,,"Hot Springs, AR",25,0,0,"Little Rock, AR","2254 Albert Pike Rd, Hot Springs, AR 71913, USA"
886,75.1,91,33.3,5,2.8,US PL Ontario Factory,C,shipper,medium,Domino's Pizza Distribution Center,,"Ontario, CA",25,0,0,"Ontario, CA","301 S Rockefeller Ave, Ontario, CA 91761, USA"
887,75.1,91,33.3,5,2.8,US PL Madison Factory,C,shipper,medium,L. L. Olds Warehouse Lofts & Flats,,"Madison, WI",25,0,0,"Madison, WI","730 Williamson St #150, Madison, WI 53703, USA"
888,75.1,91,33.3,5,2.8,US PL Poland Spring Factory,B,shipper,low,Dingley Press,,"Auburn, ME",25,0,0,"Auburn, ME","115 Logistics Dr, Auburn, ME 04210, USA"
889,75.1,91,33.3,5,2.8,US PL Greenwood Indiana,C,shipper,low,Road Ranger,,"Greenwood, IN",25,0,0,"Indianapolis, IN","1615 E Main St, Greenwood, IN 46143, USA"
890,75.1,91,33.3,5,2.8,US PL Denver Factory,C,shipper,low,Pochitos Tortilla Factory,,"Denver, CO",25,0,0,"Denver, CO","4421 Tejon St, Denver, CO 80211, USA"
891,75.1,91,33.3,5,2.8,US PL Madison Factory,C,shipper,low,Imaginary Factory,,"Madison, WI",25,0,0,"Madison, WI","1401 Northern Ct, Madison, WI 53703, USA"
892,75.1,91,33.3,5,2.8,US PL Sacramento Factory,C,shipper,low,TS Food Mart Liquor & Wine,,"Sacramento, CA",25,0,0,"Sacramento, CA","9408 Kiefer Blvd #1, Sacramento, CA 95826, USA"
893,75.1,91,33.3,5,2.8,US PL Sacramento Factory,C,shipper,low,Mary Ann's Baking Co,,"Sacramento, CA",25,0,0,"Sacramento, CA","8371 Carbide Ct UNIT 100, Sacramento, CA 95828, USA"
894,75.1,91,33.3,5,2.8,US PL Poland Spring Factory,C,shipper,low,NTW - National Tire Wholesale,,"Auburn, ME",25,0,0,"Auburn, ME","55 Logistics Dr Ste 2, Auburn, ME 04210, USA"
895,75.1,91,33.3,5,2.8,US PL Denver Factory,C,shipper,low,Dawn Food Products,,"Denver, CO",25,0,0,"Denver, CO","4500 Lipan St, Denver, CO 80211, USA"
896,75.1,91,33.3,5,2.8,US PL Ontario Factory,C,shipper,low,"Ajinomoto Foods North America, Inc.",,"Ontario, CA",25,0,0,"Ontario, CA","4200 Concours St #100, Ontario, CA 91764, USA"
897,75.1,91,33.3,5,2.8,US PL Sacramento Factory,C,shipper,low,"Renaissance Food Group, LLC",,"Sacramento, CA",25,0,0,"Sacramento, CA","8425 Carbide Ct, Sacramento, CA 95828, USA"
898,75.1,91,33.3,5,2.8,US PL Greenwood Indiana,C,shipper,low,Allied Technologies Food Equipment,,"Greenwood, IN",25,0,0,"Indianapolis, IN","926 Sayre Dr, Greenwood, IN 46143, USA"
899,75.09,98,20,5,0.5,US PL Sacramento Factory,C,shipper,low,American Building Supply,,"Sacramento, CA",15,0,0,"Sacramento, CA","8920 43rd Ave, Sacramento, CA 95828, USA"
900,75.05,58,93.3,5,16.2,US PL Dallas 2 Factory,A,shipper,medium,Crete Carrier Corporation,,"Wilmer, TX",20,25,25,"Dallas, TX","400 E Pleasant Run Rd, Wilmer, TX 75172, USA"
901,75.03,78,77.3,3,7.5,US PL Allentown NPL Factory,A,shipper,high,Kutztown Bottling Works,,"Kutztown, PA",25,18,15,"Allentown, PA","78 S Whiteoak St, Kutztown, PA 19530, USA"
902,75.01,60,90.7,5,15.5,US PL Greenwood Indiana,A,3pl,high,Regal Beloit Logistics,,"Plainfield, IN",25,18,25,"Indianapolis, IN","9899 Bradford Rd, Plainfield, IN 46168, USA"
903,74.99,64,82.7,5,13.4,US PL Dallas 2 Factory,A,shipper,medium,Graphic Packaging,,"Lancaster, TX",15,22,25,"Dallas, TX","945 Pleasant Run Rd, Lancaster, TX 75146, USA"
904,74.98,55,100,5,18.2,US PL S Houston Factory,A,shipper,medium,Coca-Cola Southwest Beverages - Houston,coca-cola,"Houston, TX",25,25,25,"Houston, TX","10220 Ella Blvd, Houston, TX 77090, USA"
905,74.98,55,100,5,18.2,US DC NFI - Breinigsville,A,3pl,medium,Kuehne + Nagel Inc.,,"Bethlehem, PA",25,25,25,"Allentown, PA","4275 Fritch Dr, Bethlehem, PA 18020, USA"
906,74.97,94,26.7,5,1.7,US PL Madison Factory,C,shipper,medium,Manufacturing Plant - Chocolate Shoppe Ice Cream Co,,"Madison, WI",20,0,0,"Madison, WI","2221 Daniels St, Madison, WI 53718, USA"
907,74.97,94,26.7,5,1.7,US DC Hot Springs (WHSE),C,carrier,low,Pb Trucking Llc,,"Hot Springs, AR",20,0,0,"Little Rock, AR","900 Cones Rd, Hot Springs, AR 71901, USA"
908,74.97,94,26.7,5,1.7,US PL Sacramento Factory,C,shipper,low,Fasteners Inc Tool Outlet,,"Sacramento, CA",20,0,0,"Sacramento, CA","6701 Power Inn Rd, Sacramento, CA 95828, USA"
909,74.97,94,26.7,5,1.7,US PL Madison Factory,C,shipper,low,Midwest Heavy Duty,,"McFarland, WI",20,0,0,"Madison, WI","4107 Terminal Dr, McFarland, WI 53558, USA"
910,74.97,94,26.7,5,1.7,US PL Saratoga Spring Factory,C,shipper,low,Slack Chemical Company,,"Saratoga Springs, NY",20,0,0,"Saratoga Springs, NY","21 Grande Blvd, Saratoga Springs, NY 12866, USA"
911,74.94,58,93.3,5,16.3,US PL Pasadena Factory,A,shipper,high,Ikea Distribution Center,,"Baytown, TX",20,25,25,"Houston, TX","4762 Borusan Rd, Baytown, TX 77523, USA"
912,74.94,58,93.3,5,16.3,US PL Greenwood Indiana,A,3pl,high,Walmart Fulfillment Center 7520 (IND2),walmart,"Avon, IN",20,25,25,"Indianapolis, IN","9360 AllPoints Pkwy, Avon, IN 46123, USA"
913,74.93,91,33.3,5,2.9,US PL Madison Factory,B,3pl,medium,Shopbop Fulfillment Center MSN4,,"Madison, WI",25,0,0,"Madison, WI","1245 E Washington Ave suite 300, Madison, WI 53703, USA"
914,74.93,91,33.3,5,2.9,US PL Sacramento Factory,B,3pl,medium,D & S Logistics,,"Sacramento, CA",25,0,0,"Sacramento, CA","7902 Gerber Rd #306, Sacramento, CA 95828, USA"
915,74.93,91,33.3,5,2.9,US DC Hot Springs (WHSE),C,shipper,medium,Sportsman's Warehouse,,"Hot Springs, AR",25,0,0,"Little Rock, AR","436 Cornerstone Blvd, Hot Springs, AR 71913, USA"
916,74.93,91,33.3,5,2.9,US PL Ontario Factory,C,3pl,medium,YAAAS Logistics LLC,,"Ontario, CA",25,0,0,"Ontario, CA","1614 S Campus Ave I, Ontario, CA 91761, USA"
917,74.93,91,33.3,5,2.9,US PL Madison Factory,C,shipper,medium,Goodman Distribution Inc,,"Madison, WI",25,0,0,"Madison, WI","3432 McAllens Wy, Madison, WI 53718, USA"
918,74.93,91,33.3,5,2.9,US PL Madison Factory,C,shipper,low,Old Sugar Distillery,,"Madison, WI",25,0,0,"Madison, WI","931 E Main St #8, Madison, WI 53703, USA"
919,74.93,91,33.3,5,2.9,US PL Madison Factory,C,shipper,low,Baked Lab,,"Madison, WI",25,0,0,"Madison, WI","2044 Atwood Ave, Madison, WI 53704, USA"
920,74.93,91,33.3,5,2.9,US PL Ontario Factory,C,shipper,low,FiveStar Gourmet Foods,,"Rancho Cucamonga, CA",25,0,0,"Ontario, CA","10234 Fourth St, Rancho Cucamonga, CA 91730, USA"
921,74.93,91,33.3,5,2.9,US PL Ontario Factory,C,shipper,low,"Aaron Thomas Company, Inc.",,"Jurupa Valley, CA",25,0,0,"Ontario, CA","12150 Riverside Dr, Jurupa Valley, CA 91752, USA"
922,74.93,91,33.3,5,2.9,US PL Greenwood Indiana,C,shipper,low,"California Custom Fruits and Flavors, Inc. (CCFF)",,"Greenwood, IN",25,0,0,"Indianapolis, IN","1273 S Graham Rd, Greenwood, IN 46143, USA"
923,74.93,91,33.3,5,2.9,US PL Greenwood Indiana,C,shipper,low,Kingmaker Foods,,"Greenwood, IN",25,0,0,"Indianapolis, IN","400 Commerce Parkway West Dr, Greenwood, IN 46143, USA"
924,74.93,91,33.3,5,2.9,US PL Ontario Factory,C,shipper,low,Trux Parking,,"Ontario, CA",25,0,0,"Ontario, CA","7716 Chino Ave, Ontario, CA 91761, USA"
925,74.93,91,33.3,5,2.9,US PL Madison Factory,C,shipper,low,Aramark Refreshments,,"Madison, WI",25,0,0,"Madison, WI","3506 McAllens Wy, Madison, WI 53718, USA"
926,74.93,91,33.3,5,2.9,US PL Saratoga Spring Factory,C,shipper,low,UPS Alliance Shipping Partner,,"Saratoga Springs, NY",25,0,0,"Saratoga Springs, NY","3035 NY-50, Saratoga Springs, NY 12866, USA"
927,74.93,91,33.3,5,2.9,US PL Saratoga Spring Factory,C,parcel,low,UPS Access Point location,,"Saratoga Springs, NY",25,0,0,"Saratoga Springs, NY","3037 NY-50, Saratoga Springs, NY 12866, USA"
