Rank,Composite,Proximity,Fit %,Density,Distance (mi),Nearest Primo Site,Tier,Segment,Confidence,Name,Account,"City, State",Vertical,Enterprise,Network,Corridor,Address
4564,47.97,42,33.3,5,26.2,US PL Zephyrhills Factory,C,shipper,medium,USPS Processing and Distribution Center,,"Tampa, FL",25,0,0,"Tampa, FL","1801 Grant St, Tampa, FL 33605, USA"
4565,47.97,42,33.3,5,26.2,US PL Zephyrhills Factory,C,shipper,low,Flan Factory - Armature Works,,"Tampa, FL",25,0,0,"Tampa, FL","1910 N Ola Ave Suite 16, Tampa, FL 33602, USA"
4566,47.97,42,33.3,5,26.2,US PL Saratoga Spring Factory,C,shipper,low,Adventure In Food Trading Co,,"Menands, NY",25,0,0,"Saratoga Springs, NY","381 Broadway # 7A, Menands, NY 12204, USA"
4567,47.92,60,0,5,15.4,US PL Pasadena Factory,D,shipper,medium,QFS Transportation - Terminal 125,,"Channelview, TX",0,0,0,"Houston, TX","16310 E Freeway Service Rd, Channelview, TX 77530, USA"
4568,47.92,60,0,5,15.4,US PL Pasadena Factory,D,shipper,medium,Cedar Port Terminal,,"Baytown, TX",0,0,0,"Houston, TX","P369+XW, Baytown, TX 77523, USA"
4569,47.92,60,0,5,15.4,US PL Greenwood Indiana,D,shipper,low,Value Added Resources,,"Indianapolis, IN",0,0,0,"Indianapolis, IN","7900 Rockville Rd, Indianapolis, IN 46214, USA"
4570,47.92,60,0,5,15.4,US PL High Springs Factory,D,shipper,low,"Carbonxt, Inc.",,"Gainesville, FL",0,0,0,"Jacksonville, FL","3951 NW 48th Terrace Suite 111, Gainesville, FL 32606, USA"
4571,47.9,56,26.7,3,17.3,US PL Denver Factory,D,carrier,low,FTI Trucking,,"Aurora, CO",20,0,0,"Denver, CO","26100 E 68th Ave, Aurora, CO 80019, USA"
4572,47.9,53,33.3,3,19.3,US PL Poland Spring Factory,C,shipper,medium,Tire Warehouse Tires and Service,,"Yarmouth, ME",25,0,0,"Auburn, ME","731 US-1, Yarmouth, ME 04096, USA"
4573,47.89,42,33.3,5,26.3,US PL Hawkins Factory,C,3pl,medium,Longview Logistics Team,,"Longview, TX",25,0,0,"Tyler, TX","911 W Loop 281 #304, Longview, TX 75604, USA"
4574,47.89,42,33.3,5,26.3,US PL Saratoga Spring Factory,C,shipper,low,H L Gage Sales Inc,,"Albany, NY",25,0,0,"Saratoga Springs, NY","121 Washington Ave Ext, Albany, NY 12205, USA"
4575,47.88,10,90.7,5,68.1,US PL McBee Factory,A,3pl,high,Americold Logistics,,"Charlotte, NC",25,18,25,"Charlotte, NC","5610 David Cox Rd, Charlotte, NC 28269, USA"
4576,47.85,40,86.7,0,27.7,US PL S Houston Factory,A,shipper,high,ALDI Distribution Center,,"Rosenberg, TX",20,25,20,"Houston, TX","777 Hwy 90 Alt, Rosenberg, TX 77471, USA"
4577,47.84,63,33.3,1,13.7,US PL Greenwood Indiana,C,shipper,low,PacMoore Process Technologies,,"Mooresville, IN",25,0,0,"Indianapolis, IN","100 PacMoore Pkwy, Mooresville, IN 46158, USA"
4578,47.81,60,20,3,15.5,US PL Dallas 2 Factory,D,shipper,low,Lone Star Packaging,,"Mansfield, TX",15,0,0,"Dallas, TX","911 S 5th Ave, Mansfield, TX 76063, USA"
4579,47.81,60,0,5,15.5,US PL Greenwood Indiana,D,carrier,medium,Bridge Terminal Transport,,"Indianapolis, IN",0,0,0,"Indianapolis, IN","310 Transfer Dr, Indianapolis, IN 46214, USA"
4580,47.81,52,33.3,3,19.4,US PL Poland Spring Factory,C,shipper,low,Dirigo Food Safety,,"Yarmouth, ME",25,0,0,"Auburn, ME","189 Main St, Yarmouth, ME 04096, USA"
4581,47.8,45,26.7,5,23.9,US PL Zephyrhills Factory,C,shipper,medium,GT Precision Manufacturing Inc.,,"Tampa, FL",20,0,0,"Tampa, FL","4201 E Columbus Dr, Tampa, FL 33605, USA"
4582,47.79,31,93.3,1,35.6,US PL S Houston Factory,A,shipper,high,Walmart Distribution Center,walmart,"New Caney, TX",25,25,20,"New Caney, TX","20131 Gene Campbell Rd, New Caney, TX 77357, USA"
4583,47.74,41,33.3,5,26.5,US PL Ontario Factory,C,3pl,medium,Staples Fulfillment Center,,"La Mirada, CA",25,0,0,"Ontario, CA","16501 Trojan Way, La Mirada, CA 90638, USA"
4584,47.74,41,33.3,5,26.5,US PL Zephyrhills Factory,C,3pl,medium,"RWB Logistics, LLC",,"Tampa, FL",25,0,0,"Tampa, FL","6293 W Linebaugh Ave, Tampa, FL 33625, USA"
4585,47.74,41,33.3,5,26.5,US PL Hot Springs 2 Factory,C,3pl,medium,Hotshot Logistics,,"Benton, AR",25,0,0,"Little Rock, AR","117 S Market St #119, Benton, AR 72015, USA"
4586,47.74,41,33.3,5,26.5,US PL Hawkins Factory,C,3pl,medium,Phoenix Logistics,,"Longview, TX",25,0,0,"Tyler, TX","4350 W Loop 281, Longview, TX 75604, USA"
4587,47.74,41,33.3,5,26.5,US PL Dallas 2 Factory,C,shipper,low,Texas Quality Beverage,,"Fort Worth, TX",25,0,0,"Dallas, TX","13300 Park Vista Blvd, Fort Worth, TX 76177, USA"
4588,47.72,62,16,3,14.5,US PL Dallas 2 Factory,D,shipper,low,Group O Texas Cross Dock Facility,,"Mansfield, TX",12,0,0,"Dallas, TX","1151 Heritage Pkwy Building 2, Mansfield, TX 76063, USA"
4589,47.71,52,33.3,3,19.5,US PL Poland Spring Factory,C,shipper,low,"L&P Bisson & Sons, Inc.",,"Topsham, ME",25,0,0,"Auburn, ME","116 Meadow Rd, Topsham, ME 04086, USA"
4590,47.71,45,26.7,5,24,US PL Saratoga Spring Factory,C,shipper,low,Hudson Candy Factory,,"Troy, NY",20,0,0,"Saratoga Springs, NY","161 River St, Troy, NY 12180, USA"
4591,47.7,19,93.3,3,49.1,US PL Sacramento Factory,A,shipper,medium,Amazon DCK1,amazon,"Manteca, CA",20,25,25,"Stockton, CA","2403 E Louise Ave, Manteca, CA 95337, USA"
4592,47.69,56,26.7,3,17.5,US DC Hot Springs (WHSE),D,shipper,medium,All Steel - Fabrication Plant,,"Malvern, AR",20,0,0,"Little Rock, AR","1002 Section Line St, Malvern, AR 72104, USA"
4593,47.68,9,93.3,5,73.9,US PL High Springs Factory,A,3pl,high,"Amazon Fulfillment Center, HJX2, HJX8",amazon,"Jacksonville, FL",20,25,25,"Jacksonville, FL","11084 Cabot Commerce Cir, Jacksonville, FL 32226, USA"
4594,47.68,9,93.3,5,73.9,US PL High Springs Factory,A,shipper,medium,Amazon DJX1 HJX8,amazon,"Jacksonville, FL",20,25,25,"Jacksonville, FL","11084 Cabot Commerce Cir Ste 200, Jacksonville, FL 32226, USA"
4595,47.67,34,96,0,32.1,US PL Saratoga Spring Factory,A,3pl,high,Fastenal Fulfillment Center,,"Bennington, VT",25,22,25,"Saratoga Springs, NY","160 Benmont Ave #42, Bennington, VT 05201, USA"
4596,47.66,41,33.3,5,26.6,US PL Saratoga Spring Factory,C,shipper,medium,DICK'S Warehouse Sale,,"Albany, NY",25,0,0,"Saratoga Springs, NY","1 Crossgates Mall Rd, Albany, NY 12203, USA"
4597,47.66,41,33.3,5,26.6,US PL Zephyrhills Factory,C,shipper,medium,Tesla Energy Warehouse,,"Tampa, FL",25,0,0,"Tampa, FL","48892 5108, Tampa, FL 33619, USA"
4598,47.66,41,33.3,5,26.6,US PL McBee Factory,C,3pl,medium,Bess Logistics,,"Darlington, SC",25,0,0,"Florence, SC","828 Silverqueen Rd, Darlington, SC 29532, USA"
4599,47.66,41,33.3,5,26.6,US PL Saratoga Spring Factory,C,3pl,medium,ARS Prime Logistics,,"Albany, NY",25,0,0,"Saratoga Springs, NY","1840 Western Ave, Albany, NY 12203, USA"
4600,47.62,52,33.3,3,19.6,US PL S Houston Factory,C,shipper,medium,IndoorMedia Distribution Center,,"Houston, TX",25,0,0,"Houston, TX","17015 Park Row Blvd, Houston, TX 77084, USA"
4601,47.61,68,33.3,0,11.4,US PL Madison Factory,C,3pl,medium,MBM LOGISTICS,,"Oregon, WI",25,0,0,"Madison, WI","4817 Oregon Trail, Oregon, WI 53575, USA"
4602,47.61,63,33.3,1,13.9,US PL Poland Spring Factory,C,3pl,medium,NEPW Logistics - South Paris,,"South Paris, ME",25,0,0,"Auburn, ME","164 Pine St, South Paris, ME 04281, USA"
4603,47.59,56,26.7,3,17.6,US PL Greenwood Indiana,D,shipper,medium,RDC USA Plant 6,,"Shelbyville, IN",20,0,0,"Indianapolis, IN","501 Northridge Dr, Shelbyville, IN 46176, USA"
4604,47.59,41,33.3,5,26.7,US PL Zephyrhills Factory,C,shipper,medium,Tampa Bay Times Distribution Center,,"Tampa, FL",25,0,0,"Tampa, FL","4876 W Sligh Ave, Tampa, FL 33634, USA"
4605,47.55,45,26.7,5,24.2,US PL Allentown NPL Factory,C,shipper,medium,Cryo-Plant International LLC,,"Hatfield, PA",20,0,0,"Allentown, PA","1810 Red Oak Way, Hatfield, PA 19440, USA"
4606,47.54,72,26.7,0,9.9,US DC Hot Springs (WHSE),D,shipper,medium,Craft Manufacturing and Tooling,,"Hot Springs, AR",20,0,0,"Little Rock, AR","7152 Central Ave, Hot Springs, AR 71913, USA"
4607,47.51,41,33.3,5,26.8,US PL Zephyrhills Factory,C,3pl,medium,CWI Logistics,,"Auburndale, FL",25,0,0,"Tampa, FL","615 McKean St, Auburndale, FL 33823, USA"
4608,47.51,41,33.3,5,26.8,US PL Zephyrhills Factory,C,shipper,low,Myers Freight Inc,,"Tampa, FL",25,0,0,"Tampa, FL","4912 W Knox St #200, Tampa, FL 33634, USA"
4609,47.51,41,33.3,5,26.8,US PL Zephyrhills Factory,C,shipper,low,CrossDock Connect,,"Tampa, FL",25,0,0,"Tampa, FL","4474 Eagle Falls Pl, Tampa, FL 33619, USA"
4610,47.51,41,33.3,5,26.8,US PL Zephyrhills Factory,C,shipper,low,Tampa Port Authority Truck Scale,,"Tampa, FL",25,0,0,"Tampa, FL","2331 Guy N Verger Blvd, Tampa, FL 33605, USA"
4611,47.51,41,33.3,5,26.8,US PL Saratoga Spring Factory,C,shipper,low,Better Brands Inc.,,"Albany, NY",25,0,0,"Saratoga Springs, NY","10 Burdick Dr, Albany, NY 12205, USA"
4612,47.5,66,26.7,1,12.3,US PL Hollis Factory,C,shipper,medium,Genest Concrete: Landscape Masonry Supply & Genest Manufacturing,,"Sanford, ME",20,0,0,"Auburn, ME","36 Wilson St, Sanford, ME 04073, USA"
4613,47.49,55,26.7,3,17.7,US PL Mecosta Factory,D,shipper,medium,Hanchett Manufacturing,,"Big Rapids, MI",20,0,0,"Mt Pleasant, MI","20000 19 Mile Rd, Big Rapids, MI 49307, USA"
4614,47.48,59,0,5,15.8,US PL Ontario Factory,D,shipper,low,California Cross Dock Inc.,,"Riverside, CA",0,0,0,"Ontario, CA","401 Palmyrita Ave, Riverside, CA 92507, USA"
4615,47.44,41,33.3,5,26.9,US PL Allentown NPL Factory,C,shipper,medium,Lansdale Warehouse Co. Inc.,,"Lansdale, PA",25,0,0,"Allentown, PA","1330 N Broad St, Lansdale, PA 19446, USA"
4616,47.44,41,33.3,5,26.9,US PL Zephyrhills Factory,C,3pl,medium,CWI Logistics,,"Auburndale, FL",25,0,0,"Tampa, FL","601 Page St, Auburndale, FL 33823, USA"
4617,47.44,41,33.3,5,26.9,US PL Zephyrhills Factory,C,shipper,medium,Tampa Distribution Center,,"Tampa, FL",25,0,0,"Tampa, FL","4406 Madison Industrial Ln, Tampa, FL 33619, USA"
4618,47.44,41,33.3,5,26.9,US PL Zephyrhills Factory,C,shipper,medium,good2grow Bottling,,"Auburndale, FL",25,0,0,"Tampa, FL","425 Recker Hwy, Auburndale, FL 33823, USA"
4619,47.44,41,33.3,5,26.9,US PL Zephyrhills Factory,C,3pl,medium,Big Truck Logistics,,"Tampa, FL",25,0,0,"Tampa, FL","6920 W Linebaugh Ave #101, Tampa, FL 33625, USA"
4620,47.43,8,93.3,5,75.6,US PL Hollis Factory,A,shipper,medium,Amazon,amazon,"Wilmington, MA",20,25,25,"Auburn, ME","179-193 Fordham Rd, Wilmington, MA 01887, USA"
4621,47.39,44,26.7,5,24.4,US PL Allentown NPL Factory,C,shipper,medium,B & G Manufacturing Co Inc,,"Hatfield, PA",20,0,0,"Allentown, PA","3067 Unionville Pike #1822, Hatfield, PA 19440, USA"
4622,47.39,44,26.7,5,24.4,US PL Kingfield Factory,C,shipper,low,Maine Wood Heat Company,,"Skowhegan, ME",20,0,0,"Auburn, ME","8 Industrial Park Rd, Skowhegan, ME 04976, USA"
4623,47.38,55,8,5,18.2,US PL Hollis Factory,D,shipper,low,Concord Coach Lines: Portland Transportation Center,,"Portland, ME",0,6,0,"Auburn, ME","100 Thompsons Point, Portland, ME 04102, USA"
4624,47.38,9,90.7,5,70.9,US PL High Springs Factory,A,carrier,medium,Saia LTL Freight,,"Jacksonville, FL",25,18,25,"Jacksonville, FL","555 Whittaker Rd, Jacksonville, FL 32218, USA"
4625,47.36,41,33.3,5,27,US PL Zephyrhills Factory,C,3pl,medium,Cold-Link Logistics,,"Auburndale, FL",25,0,0,"Tampa, FL","701 McKean St, Auburndale, FL 33823, USA"
4626,47.36,41,33.3,5,27,US PL Dallas 2 Factory,C,shipper,medium,Barrett Distribution Center/ Prime Line Products,,"Forney, TX",25,0,0,"Dallas, TX","13991 US-80, Forney, TX 75126, USA"
4627,47.36,41,33.3,5,27,US PL Zephyrhills Factory,C,shipper,medium,Warehouse Flooring & Design,,"Auburndale, FL",25,0,0,"Tampa, FL","801 Magnolia Ave, Auburndale, FL 33823, USA"
4628,47.36,41,33.3,5,27,US PL Zephyrhills Factory,C,3pl,medium,Total Quality Logistics,,"Tampa, FL",25,0,0,"Tampa, FL","601 S Harbour Island Blvd #230, Tampa, FL 33602, USA"
4629,47.36,41,33.3,5,27,US PL Zephyrhills Factory,C,parcel,medium,National Parcel Logistics,,"Tampa, FL",25,0,0,"Tampa, FL","5415 W Sligh Ave #110, Tampa, FL 33634, USA"
4630,47.36,41,33.3,5,27,US PL Zephyrhills Factory,C,3pl,medium,SEKO Logistics Tampa,,"Tampa, FL",25,0,0,"Tampa, FL","6302 Anderson Rd, Tampa, FL 33634, USA"
4631,47.36,41,33.3,5,27,US PL Zephyrhills Factory,C,shipper,low,"J.C. FOOD DISTRIBUTORS, INC",,"Tampa, FL",25,0,0,"Tampa, FL","2910 W Columbus Dr, Tampa, FL 33607, USA"
4632,47.29,41,33.3,5,27.1,US PL Zephyrhills Factory,C,shipper,medium,Radiant Distribution Center,,"Tampa, FL",25,0,0,"Tampa, FL","4413 N Hale Ave, Tampa, FL 33614, USA"
4633,47.29,41,33.3,5,27.1,US PL Hawkins Factory,C,shipper,medium,3C DISTRIBUTION CENTER,,"Longview, TX 75604, USA",25,0,0,"Tyler, TX","Longview, TX 75604, USA"
4634,47.29,41,33.3,5,27.1,US PL Hot Springs 2 Factory,C,shipper,medium,Smokes Tobacco Warehouse,,"Benton, AR",25,0,0,"Little Rock, AR","810 Edison Ave, Benton, AR 72015, USA"
4635,47.29,41,33.3,5,27.1,US PL Zephyrhills Factory,C,shipper,medium,Stone Warehouse,,"Tampa, FL",25,0,0,"Tampa, FL","5300 W Knox St, Tampa, FL 33634, USA"
4636,47.29,41,33.3,5,27.1,US PL Hot Springs 2 Factory,C,3pl,medium,"Airways Logistics Services, Inc.",,"Benton, AR",25,0,0,"Little Rock, AR","3014 Bastogne Way, Benton, AR 72019, USA"
4637,47.29,41,33.3,5,27.1,US PL Zephyrhills Factory,C,shipper,low,Crossdocking & Delivery,,"Tampa, FL",25,0,0,"Tampa, FL","5416 W Sligh Ave Suite #300, Tampa, FL 33634, USA"
4638,47.27,59,0,5,16,US PL Hollis Factory,D,shipper,low,The Supply Co.,,"South Portland, ME",0,0,0,"Auburn, ME","125 John Roberts Rd Ste. 11, South Portland, ME 04106, USA"
4639,47.27,59,0,5,16,US PL Hollis Factory,D,shipper,low,Sappi,,"Westbrook, ME",0,0,0,"Auburn, ME","Cumberland St, Westbrook, ME 04092, USA"
4640,47.26,62,33.3,1,14.2,US PL Greenwood Indiana,C,shipper,medium,Little Buck Processing,,"Mooresville, IN",25,0,0,"Indianapolis, IN","10830 Interurban Ln, Mooresville, IN 46158, USA"
4641,47.24,9,90.7,5,71.7,US PL High Springs Factory,A,shipper,high,JacksonFill Contract Manufacturing,,"Jacksonville, FL",25,18,25,"Jacksonville, FL","1420 Vantage Way S, Jacksonville, FL 32218, USA"
4642,47.21,40,33.3,5,27.2,US PL Zephyrhills Factory,C,shipper,medium,Warehouse Snyder’s Lance,,"Riverview, FL",25,0,0,"Tampa, FL","6481 S Falkenburg Rd, Riverview, FL 33578, USA"
4643,47.21,40,33.3,5,27.2,US PL Hot Springs 2 Factory,C,shipper,medium,The Warehouse Off Edison,,"Benton, AR",25,0,0,"Little Rock, AR","Center, Benton, AR 72015, USA"
4644,47.21,40,33.3,5,27.2,US PL Zephyrhills Factory,C,shipper,medium,National Air Warehouse,,"Tampa, FL",25,0,0,"Tampa, FL","5133 W Clifton St Suite A, Tampa, FL 33634, USA"
4645,47.21,40,33.3,5,27.2,US PL Hot Springs 2 Factory,C,shipper,medium,Surplus Warehouse,,"Benton, AR",25,0,0,"Little Rock, AR","1513 Military Rd, Benton, AR 72015, USA"
4646,47.21,40,33.3,5,27.2,US PL Zephyrhills Factory,C,shipper,low,First Grade Food,,"Tampa, FL",25,0,0,"Tampa, FL","5134 W Hanna Ave, Tampa, FL 33634, USA"
4647,47.18,55,26.7,3,18,US PL Cabazon Factory,D,shipper,medium,Ramko Manufacturing Inc,,"Hemet, CA",20,0,0,"Ontario, CA","3500 Tanya Ave, Hemet, CA 92545, USA"
4648,47.17,42,70.7,1,26.2,US PL Madison Factory,B,shipper,high,Generac- Warehouse 18 (AKA WHitehouse),,"Jefferson, WI",20,18,15,"Madison, WI","323 Collins Rd, Jefferson, WI 53549, USA"
4649,47.15,62,33.3,1,14.3,US PL Dallas 2 Factory,C,shipper,low,Pilot Dealer,,"Red Oak, TX",25,0,0,"Dallas, TX","200 I- 35 Service Rd, Red Oak, TX 75154, USA"
4650,47.14,80,0,1,6.6,US PL High Springs Factory,D,shipper,low,Seven Springs Water Company,,"High Springs, FL",0,0,0,"Jacksonville, FL","101 Ginne Springs Rd, High Springs, FL 32643, USA"
4651,47.14,66,26.7,1,12.6,US PL Mecosta Factory,C,carrier,low,L & D Carey & Sons Trucking Co,,"Morley, MI",20,0,0,"Mt Pleasant, MI","3200 Northland Dr, Morley, MI 49336, USA"
4652,47.14,51,33.3,3,20.1,US PL Allentown NPL Factory,C,shipper,medium,R M Palmer Co Warehouse,,"Reading, PA",25,0,0,"Allentown, PA","40 Dennis Dr, Reading, PA 19606, USA"
4653,47.14,51,33.3,3,20.1,US PL Poland Spring Factory,C,shipper,medium,Tire Warehouse,,"Topsham, ME",25,0,0,"Auburn, ME","24 Topsham Fair Mall Rd, Topsham, ME 04086, USA"
4654,47.14,51,33.3,3,20.1,US PL Greenwood Indiana,C,shipper,medium,Warehouse,,"Clayton, IN",25,0,0,"Indianapolis, IN","1801 Innovation Blvd, Clayton, IN 46118, USA"
4655,47.14,40,33.3,5,27.3,US PL Zephyrhills Factory,C,3pl,medium,Fulfillment and Warehousing Service,,"Tampa, FL",25,0,0,"Tampa, FL","4619 N Hesperides St Suite A, Tampa, FL 33614, USA"
4656,47.14,40,33.3,5,27.3,US PL Dallas 2 Factory,C,shipper,low,Ventura Foods LLC,,"Saginaw, TX",25,0,0,"Dallas, TX","1100 Defiel Rd, Saginaw, TX 76179, USA"
4657,47.14,15,80,5,57.3,US PL McBee Factory,B,shipper,high,Ross Stores Distribution Center,,"Fort Mill, SC",20,25,15,"Charlotte, NC","1000 Retail Dr, Fort Mill, SC 29715, USA"
4658,47.12,15,100,3,57.4,US PL McBee Factory,A,shipper,high,Coca-Cola Bottling Co biscoe,coca-cola,"Rock Hill, SC",25,25,25,"Charlotte, NC","2211 Mauldin Dr, Rock Hill, SC 29732, USA"
4659,47.11,17,96,3,53.3,US PL Allentown NPL Factory,A,3pl,medium,Lineage,,"Logan Township, NJ",25,22,25,"Allentown, PA","601 Crossroads Blvd, Logan Township, NJ 08085, USA"
4660,47.09,15,80,5,57.5,US PL High Springs Factory,A,shipper,high,Publix Distribution Center,publix,"Jacksonville, FL",20,25,15,"Jacksonville, FL","9786 W Beaver St, Jacksonville, FL 32220, USA"
4661,47.09,15,80,5,57.5,US PL High Springs Factory,A,shipper,high,Publix warehouse,publix,"Jacksonville, FL",20,25,15,"Jacksonville, FL","9785 W Beaver St, Jacksonville, FL 32220, USA"
4662,47.07,47,20,5,22.4,US PL Dallas 2 Factory,C,shipper,low,Packaging Technology Group (PTG),,"Fort Worth, TX",15,0,0,"Dallas, TX","2650 Sylvania Cross Dr, Fort Worth, TX 76137, USA"
4663,47.07,40,33.3,5,27.4,US PL Zephyrhills Factory,C,3pl,medium,CWI Logistics,,"Auburndale, FL",25,0,0,"Tampa, FL","420 Progress Rd, Auburndale, FL 33823, USA"
4664,47.03,62,33.3,1,14.4,US PL Poland Spring Factory,C,shipper,low,Pinky D's,,"Lisbon Falls, ME",25,0,0,"Auburn, ME","17 Higgins St, Lisbon Falls, ME 04252, USA"
4665,46.99,69,0,3,11.1,US PL Madison Factory,D,shipper,low,Uniroyal Global Engineered Products Llc,,"Stoughton, WI",0,0,0,"Madison, WI","501 S Water St, Stoughton, WI 53589, USA"
4666,46.99,69,0,3,11.1,US PL Saratoga Spring Factory,D,shipper,low,RASP Inc.,,"Gansevoort, NY",0,0,0,"Saratoga Springs, NY","8 Dukes Way, Gansevoort, NY 12831, USA"
4667,46.96,51,33.3,3,20.3,US PL Allentown NPL Factory,C,shipper,medium,Boscov's Warehouse,,"Reading, PA",25,0,0,"Allentown, PA","159 Dennis Dr, Reading, PA 19606, USA"
4668,46.96,51,13.3,5,20.3,US PL Hollis Factory,D,shipper,low,Casco Bay Lines,,"Portland, ME",0,10,0,"Auburn, ME","56 Commercial St, Portland, ME 04101, USA"
4669,46.92,40,33.3,5,27.6,US PL Ontario Factory,C,3pl,medium,"California FBA Prep Center | E-commerce Fulfillment Center | 3PL Warehouse",,"Santa Fe Springs, CA",25,0,0,"Ontario, CA","10006 Santa Fe Springs Rd, Santa Fe Springs, CA 90670, USA"
4670,46.92,40,33.3,5,27.6,US PL Zephyrhills Factory,C,shipper,medium,Crate & Barrel Warehouse,,"Riverview, FL",25,0,0,"Tampa, FL","7936 Eagle Palm Dr, Riverview, FL 33578, USA"
4671,46.92,40,33.3,5,27.6,US PL Zephyrhills Factory,C,shipper,low,Beneficial Blends LLC,,"Tampa, FL",25,0,0,"Tampa, FL","6005 Benjamin Rd, Tampa, FL 33634, USA"
4672,46.89,47,20,5,22.6,US PL Greenwood Indiana,C,shipper,low,Creative Packaging Solutions (CPS),,"Indianapolis, IN",15,0,0,"Indianapolis, IN","5645 W 82nd St Suite 100, Indianapolis, IN 46278, USA"
4673,46.86,69,20,1,11.2,US PL Madison Factory,D,shipper,low,Latitude Corporation,,"Verona, WI",15,0,0,"Madison, WI","1003 American Way, Verona, WI 53593, USA"
4674,46.86,51,33.3,3,20.4,US PL Allentown NPL Factory,C,shipper,medium,Boscov's Distribution Center,,"Reading, PA",25,0,0,"Allentown, PA","5 Birchmont Dr, Reading, PA 19606, USA"
4675,46.84,58,0,5,16.4,US PL Dallas 2 Factory,D,shipper,low,Toyota Industries Group,toyota,"Irving, TX",0,0,0,"Dallas, TX","8951 Cypress Waters Blvd, Irving, TX 75063, USA"
4676,46.84,58,0,5,16.4,US PL Dallas 2 Factory,D,shipper,low,Cross dock,,"Fort Worth, TX",0,0,0,"Dallas, TX","110 S Cravens Rd, Fort Worth, TX 76112, USA"
4677,46.8,14,80,5,58.6,US PL McBee Factory,A,shipper,high,Tractor Supply Co Distribution,,"Charlotte, NC",20,25,15,"Charlotte, NC","2309 State Rd 1347, Charlotte, NC 28273, USA"
4678,46.79,27,96,1,39,US PL Madison Factory,A,3pl,high,Fastenal Fulfillment Center,,"Beaver Dam, WI",25,22,25,"Beaver Dam, WI","151 Corporate Dr, Beaver Dam, WI 53916, USA"
4679,46.77,40,33.3,5,27.8,US PL Ontario Factory,C,shipper,medium,MADISON WAREHOUSE,,"Santa Fe Springs, CA",25,0,0,"Ontario, CA","10646 Bloomfield Ave, Santa Fe Springs, CA 90670, USA"
4680,46.77,14,80,5,58.7,US PL McBee Factory,A,shipper,high,TJ Maxx Distribution Center,,"Charlotte, NC",20,25,15,"Charlotte, NC","14300 Carowinds Blvd, Charlotte, NC 28273, USA"
4681,46.7,39,33.3,5,27.9,US PL Zephyrhills Factory,C,3pl,medium,CWI Logistics,,"Winter Haven, FL",25,0,0,"Tampa, FL","102 Industrial Blvd W, Winter Haven, FL 33880, USA"
4682,46.69,61,33.3,1,14.7,US PL High Springs Factory,C,shipper,medium,"Midway Meat Processing, LLC",,"Lake Butler, FL",25,0,0,"Jacksonville, FL","9070 S W County Rd 239, Lake Butler, FL 32054, USA"
4683,46.68,50,33.3,3,20.6,US PL Hawkins Factory,C,3pl,medium,SandBox Logistics,,"Kilgore, TX",25,0,0,"Tyler, TX","3657 TX-135, Kilgore, TX 75662, USA"
4684,46.63,58,0,5,16.6,US PL Hollis Factory,D,carrier,low,Atlantic Transport Systems,,"Westbrook, ME",0,0,0,"Auburn, ME","84G Warren Ave, Westbrook, ME 04092, USA"
4685,46.63,58,0,5,16.6,US PL Saratoga Spring Factory,D,shipper,low,Environment One Corporation,,"Niskayuna, NY",0,0,0,"Saratoga Springs, NY","2773 Balltown Rd, Niskayuna, NY 12309, USA"
4686,46.63,58,0,5,16.6,US PL High Springs Factory,D,shipper,low,Allchem Industries Inc,,"Gainesville, FL",0,0,0,"Jacksonville, FL","6010 NW 1st Pl, Gainesville, FL 32607, USA"
4687,46.63,39,33.3,5,28,US PL Zephyrhills Factory,C,shipper,medium,Titan Cold Storage,,"Tampa, FL",25,0,0,"Tampa, FL","4207 Maritime Blvd, Tampa, FL 33605, USA"
4688,46.63,39,33.3,5,28,US PL Zephyrhills Factory,C,3pl,medium,Port Logistics Refrigerated Services,,"Tampa, FL",25,0,0,"Tampa, FL","4207 Maritime Blvd, Tampa, FL 33605, USA"
4689,46.62,67,33.3,0,12.2,US PL Hollis Factory,C,shipper,low,One Earth Natural Food Store,,"Shapleigh, ME",25,0,0,"Auburn, ME","191 Emery Mills Rd, Shapleigh, ME 04076, USA"
